name,latitude,longitude,designation,states,description,activities,amenities
Tonto National Monument,33.64842945,-111.1135627,National Monument,AZ,"Located within the northern range of the Sonoran Desert lie two cliff dwellings that were occupied from 1300-1450 CE (common era). They represent a vibrant culture consisting of local and immigrant groups that lived in the Tonto Basin. Together they formed a new ideology, which archeologists refer to as Salado. Today, descendants of the cliff dwellers continue to call Arizona home.","Biking, Road Biking, Food, Picnicking, Guided Tours, Hiking, Front-Country Hiking, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Touro Synagogue National Historic Site,41.4893,-71.3121,National Historic Site,RI,"Touro Synagogue, a building of exquisite beauty and design, steeped in history and ideals, and one of the most historically significant Jewish buildings in America, was designated a National Historic Site in 1946. Dedicated in 1763, it still serves an active congregation and each year greets over 30,000 visitors who come to see the magnificent interior and hear its remarkable story.","Arts and Culture, Cultural Demonstrations, Guided Tours",
Trail Of Tears National Historic Trail,36.0530021046,-89.6761041963,National Historic Trail,"AL,AR,GA,IL,KY,MO,NC,OK,TN","Remember and commemorate the survival of the Cherokee people, forcefully removed from their homelands in Georgia, Alabama, and Tennessee to live in Indian Territory, now Oklahoma. They traveled by foot, horse, wagon, or steamboat in 1838-1839.","Arts and Culture, Craft Demonstrations, Auto and ATV, Scenic Driving, Guided Tours, Self-Guided Tours - Auto, Junior Ranger Program, Museum Exhibits",
Tule Lake National Monument,41.88727902,-121.3744818,National Monument,CA,"Tule Lake National Monument includes both Tule Lake Segregation Center, the largest and most controversial of the sites where Japanese Americans were incarcerated during World War II, and Camp Tulelake, which was first a Civilian Conservation Corps camp, then an additional facility to detain Japanese Americans, and finally a prisoner of war camp.","Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Museum Exhibits, Shopping, Bookstore and Park Store",
Tule Springs Fossil Beds National Monument,36.3893217,-115.3202223,National Monument,NV,"Over the last ~570,000 years, water has transformed the Upper Las Vegas Valley. Tule Springs Fossil Beds National Monument is an urban park that preserves the unique story of this ever-changing ecosystem.","Astronomy, Stargazing, Biking, Mountain Biking, Road Biking, Food, Picnicking, Hiking, Front-Country Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Wildlife Watching, Birdwatching",
Tumacácori National Historical Park,31.567824,-111.051223,National Historical Park,AZ,"Tumacácori sits at a cultural crossroads in the Santa Cruz River valley. Here O’odham, Yaqui, and Apache people met and mingled with European Jesuit and Franciscan missionaries, settlers, and soldiers, sometimes in conflict and sometimes in cooperation. Follow the timeworn paths and discover stories that connect us to enduring relationships, vibrant cultures, and traditions of long ago.","Arts and Culture, Craft Demonstrations, Cultural Demonstrations, Live Music, Astronomy, Compass and GPS, Geocaching, Food, Dining, Guided Tours, Self-Guided Tours - Walking, Hiking, Front-Country Hiking, Living History, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Tupelo National Battlefield,34.25557705,-88.73708623,National Battlefield,MS,"In July, 1864, Union forces, including men from the United States Colored Troops, marched into Tupelo, Mississippi. Disorganized Confederate soldiers fought fiercely but could not overpower the federal troops. Neither side could claim a clear victory, but Union troops had succeeded in their main goal: keeping the Confederates away from Union railroads in Tennessee.","Guided Tours, Self-Guided Tours - Walking",
Tuskegee Airmen National Historic Site,32.45538671,-85.67983321,National Historic Site,AL,"Before the first African American military pilots became known as the ""Red Tails"" they wore striped tails as they began their flight training in the Army's PT-17 Stearman bi-plane. Their flying adventure started at Moton Field, in Tuskegee, Alabama, where the Army Air Corps conducted a military test to determine if African Americans could be trained to fly combat aircraft.","Guided Tours, Self-Guided Tours - Walking, Park Film, Museum Exhibits",
Tuskegee Institute National Historic Site,32.42962115,-85.70488498,National Historic Site,AL,"In 1881, Booker T. Washington arrived in Alabama and started building Tuskegee Institute both in reputation and literally brick by brick. He recruited the best and the brightest to come and teach here including George Washington Carver who arrived in 1896. Carver’s innovations in agriculture, especially with peanuts, expanded Tuskegee’s standing throughout the country. The story continues….","Guided Tours, Junior Ranger Program, Museum Exhibits",
Tuzigoot National Monument,34.77296377,-112.0279069,National Monument,AZ,"Water flows under and through this landscape, feeding the growth of people and towns. The Verde Valley is watered by snowmelt, summer monsoons, and springs that well up from the ancient sedimentary rocks. In the heart of the valley, a thousand years ago, people began to build a little hilltop pueblo that would grow into one of the largest villages in the area.","Guided Tours, Self-Guided Tours - Walking, Hiking, Junior Ranger Program, Wildlife Watching, Birdwatching, Museum Exhibits, Shopping, Bookstore and Park Store",
Ulysses S Grant National Historic Site,38.55182374,-90.35169255,National Historic Site,MO,"Ulysses S. Grant is known as the victorious Civil War general who saved the Union and the 18th President of the United States. He first met Julia Dent, his future wife, at her family home, named White Haven. From 1854 to 1859 the Dents, Grants and an enslaved African-American workforce lived on the property.","Arts and Culture, Cultural Demonstrations, Live Music, Biking, Compass and GPS, Geocaching, Guided Tours, Self-Guided Tours - Walking, Living History, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Upper Delaware Scenic & Recreational River,41.66172578,-75.03861562,Scenic & Recreational River,"NY,PA","Canoe through rapids and quiet pools as the Delaware River winds its way through a valley of swiftly changing scenery or fish amid rolling hills and riverfront villages in one of the finest fishing rivers in the northeastern United States. The clean water of the Delaware, the last major undammed river in the eastern United States, supports a healthy ecosystem and offers tranquility and excitement.","Boating, Camping, Fishing, Freshwater Fishing, Fly Fishing, Hiking, Paddling, Canoeing, Canoe or Kayak Camping, Kayaking, Whitewater Rafting, Junior Ranger Program, Tubing, River Tubing, Wildlife Watching, Birdwatching, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Valles Caldera National Preserve,35.91682872,-106.5195724,National Preserve,NM,"About 1.2 million years ago, a spectacular volcanic eruption created a 14-mile-wide circular depression in the earth now known as Valles Caldera. The preserve is known for its huge mountain meadows, abundant wildlife, and meandering streams. The area also preserves the homeland of ancestral native peoples and embraces a rich ranching history.","Astronomy, Stargazing, Biking, Mountain Biking, Road Biking, Fishing, Freshwater Fishing, Fly Fishing, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Hiking, Backcountry Hiking, Front-Country Hiking, Off-Trail Permitted Hiking, Horse Trekking, Horseback Riding, Hunting and Gathering, Hunting, Junior Ranger Program, Skiing, Cross-Country Skiing, Snowshoeing, Wildlife Watching, Birdwatching, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Valley Forge National Historical Park,40.10054985,-75.44581889,National Historical Park,PA,"Valley Forge is the place where George Washington and the Continental Army took refuge during the winter of 1777-1778. Today the park protects 3,500 acres of meadows, woodlands, historic landscapes, and monuments commemorating the resolve of the Revolutionary War generation and honoring the power of people to pull together, overcome adversity, and find renewal through transformation.","Auto and ATV, Scenic Driving, Biking, Fishing, Fly Fishing, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Hiking, Horse Trekking, Living History, Historic Weapons Demonstration, First Person Interpretation, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Vanderbilt Mansion National Historic Site,41.79697937,-73.94205557,National Historic Site,NY,Built by of one of the first families of wealth in America. Designed by one of the nation's preeminent architects. The Vanderbilt Mansion is a home built expressly for the aristocratic lifestyle.,"Arts and Culture, Compass and GPS, Geocaching, Guided Tours, Hands-On, Citizen Science, Hiking, Junior Ranger Program, Shopping, Bookstore and Park Store",
Vicksburg National Military Park,32.3621286,-90.85030186,National Military Park,"MS,LA","To Confederate President Jefferson Davis, Vicksburg was the ""nailhead that holds the South's two halves together."" President Abraham Lincoln remarked ""Vicksburg is the key"" to victory, and could be the north's lifeline into the south. As the federals closed in on the Fortress City, they were met by a ring of forts with over 170 cannon. The resulting battle would determine the war's outcome.","Auto and ATV, Scenic Driving, Biking, Road Biking, Food, Picnicking, Guided Tours, Self-Guided Tours - Auto, Hiking, Front-Country Hiking, Living History, Historic Weapons Demonstration, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
